Sentences,Label_Task,Estimated_hours
Deployment platform streaming musik dengan rekomendasi konten personalisasi pada infrastruktur Kubernetes yang responsif,Deployment,15
Deployment sistem manajemen rantai pasokan (supply chain) dengan pelacakan inventaris real-time pada cluster Kubernetes yang andal,Deployment,15
Deployment aplikasi augmented reality (AR) untuk visualisasi produk pada lingkungan Kubernetes yang terintegrasi dengan platform e-commerce,Deployment,15
Deployment platform virtual reality (VR) untuk pelatihan simulasi pada infrastruktur Kubernetes yang imersif,Deployment,15
Deployment sistem pemesanan tiket transportasi online dengan integrasi peta dan navigasi pada cluster Kubernetes yang efisien,Deployment,15
Deployment aplikasi pengelolaan keuangan pribadi dengan fitur budgeting dan pelacakan pengeluaran pada lingkungan Kubernetes yang aman,Deployment,15
Deployment platform marketplace untuk produk digital dengan sistem pembayaran terintegrasi pada infrastruktur Kubernetes yang skalabel,Deployment,15
Deployment sistem manajemen dokumen dengan fitur kolaborasi dan kontrol versi pada cluster Kubernetes yang terorganisir,Deployment,15
Deployment aplikasi chatbot dengan kecerdasan buatan (AI) untuk layanan pelanggan pada lingkungan Kubernetes yang responsif,Deployment,15
Deployment platform crowdfunding dengan fitur kampanye dan donasi online pada infrastruktur Kubernetes yang transparan,Deployment,15
Deployment sistem manajemen aset digital dengan fitur penyimpanan dan distribusi konten pada cluster Kubernetes yang aman,Deployment,15
Deployment aplikasi realitas virtual (VR) untuk terapi fisik dan rehabilitasi pada lingkungan Kubernetes yang terintegrasi dengan perangkat medis,Deployment,15
Deployment platform e-sports dengan fitur turnamen online dan live streaming pada infrastruktur Kubernetes yang responsif,Deployment,15
Deployment sistem manajemen risiko dengan analisis data dan prediksi pada cluster Kubernetes yang andal,Deployment,15
Deployment aplikasi smart home dengan kontrol perangkat IoT dan otomatisasi pada lingkungan Kubernetes yang terintegrasi dengan platform cloud,Deployment,15
Deployment platform analitik bisnis dengan dashboard interaktif dan visualisasi data pada infrastruktur Kubernetes yang canggih,Deployment,15
Deployment sistem deteksi penipuan dengan machine learning dan analisis perilaku pengguna pada cluster Kubernetes yang aman,Deployment,15
Deployment aplikasi kesehatan mental dengan fitur self-assessment dan terapi online pada lingkungan Kubernetes yang mendukung privasi,Deployment,15
Deployment aplikasi pemrosesan gambar dengan fitur pengenalan wajah dan objek pada cluster Kubernetes,Deployment,15
Deployment sistem rekomendasi produk dengan algoritma machine learning pada lingkungan Kubernetes,Deployment,15
Deployment platform low-code development untuk pembuatan aplikasi bisnis secara cepat pada infrastruktur Kubernetes,Deployment,15
Deployment sistem manajemen identitas dan akses (IAM) dengan autentikasi multi-faktor pada cluster Kubernetes yang aman,Deployment,15
Deployment aplikasi augmented reality (AR) untuk navigasi dalam ruangan pada lingkungan Kubernetes yang terintegrasi dengan sensor lokasi,Deployment,15
Deployment platform video conference dengan fitur berbagi layar dan whiteboard kolaboratif pada infrastruktur Kubernetes yang skalabel,Deployment,15
Deployment sistem manajemen konten (CMS) headless dengan API GraphQL untuk fleksibilitas integrasi pada cluster Kubernetes,Deployment,15
Deployment aplikasi pemantauan kualitas udara dengan sensor IoT dan dashboard visualisasi data pada lingkungan Kubernetes,Deployment,15
Deployment platform e-commerce untuk produk fashion dengan fitur personalisasi dan rekomendasi gaya pada infrastruktur Kubernetes,Deployment,15
Deployment sistem manajemen fasilitas dengan pemeliharaan preventif dan pelacakan aset pada cluster Kubernetes,Deployment,15
Deployment aplikasi augmented reality (AR) untuk mencoba pakaian secara virtual pada lingkungan Kubernetes yang terintegrasi dengan platform e-commerce,Deployment,15
Deployment platform social media marketing dengan fitur penjadwalan posting dan analitik performa pada infrastruktur Kubernetes,Deployment,15
Deployment sistem manajemen proyek agile dengan papan Kanban dan pelacakan progress pada cluster Kubernetes,Deployment,15
"Deployment aplikasi travel booking dengan fitur pencarian penerbangan, hotel, dan aktivitas pada lingkungan Kubernetes",Deployment,15
Deployment platform kolaborasi dokumen dengan fitur pengeditan real-time dan komentar pada infrastruktur Kubernetes,Deployment,15
"Deployment sistem manajemen pembelajaran (LMS) dengan fitur kursus online, kuis, dan sertifikasi pada cluster Kubernetes",Deployment,15
Deployment aplikasi pengenalan suara untuk transkripsi dan terjemahan bahasa pada lingkungan Kubernetes,Deployment,15
Deployment platform live streaming dengan fitur interaksi penonton dan monetisasi pada infrastruktur Kubernetes,Deployment,15
Deployment sistem manajemen inventaris untuk restoran dengan fitur pemesanan bahan baku dan pelacakan stok pada cluster Kubernetes,Deployment,15
Deployment aplikasi gamifikasi untuk meningkatkan keterlibatan pengguna dalam aplikasi bisnis pada lingkungan Kubernetes,Deployment,15
Melakukan deployment aplikasi web sederhana ke server produksi menggunakan Nginx dan Gunicorn,Deployment,15
"Menyiapkan infrastruktur dasar di AWS, GCP, atau Azure untuk deployment aplikasi web kecil",Deployment,15
"Mengotomatiskan proses deployment aplikasi web sederhana dengan CI/CD pipeline dasar (Jenkins, GitLab CI)",Deployment,15
Melakukan deployment aplikasi mobile sederhana ke Google Play Store atau Apple App Store,Deployment,15
Mengkonfigurasi load balancer dasar untuk aplikasi web dengan traffic rendah,Deployment,15
Melakukan deployment aplikasi berbasis Docker sederhana ke Kubernetes cluster yang sudah ada,Deployment,15
"Menyiapkan monitoring dasar (misal: uptime, penggunaan CPU) dan logging sederhana untuk aplikasi yang telah di-deploy",Deployment,15
Melakukan deployment fungsi serverless sederhana ke AWS Lambda atau Azure Functions,Deployment,15
Melakukan deployment aplikasi web ke lingkungan staging yang sudah ada untuk pengujian,Deployment,15
Melakukan rollback deployment aplikasi web ke versi sebelumnya karena masalah kecil,Deployment,15
Menyiapkan strategi blue-green deployment dasar untuk aplikasi web kecil,Deployment,15
Melakukan deployment aplikasi web sederhana ke dua region berbeda,Deployment,15
Mengamankan aplikasi web yang sudah di-deploy dengan SSL/TLS certificate yang sudah ada,Deployment,15
"Melakukan deployment aplikasi sederhana ke perangkat IoT (Raspberry Pi, Arduino) yang sudah dikonfigurasi",Deployment,15
"Mengoptimalkan konfigurasi dasar server (misal: Nginx, database) untuk aplikasi web dengan traffic rendah",Deployment,15
"Melakukan deployment aplikasi web sederhana ke platform PaaS (Heroku, Netlify)",Deployment,15
Menyiapkan infrastruktur dasar (misal: VM dengan GPU) untuk deployment model machine learning sederhana,Deployment,15
Melakukan deployment aplikasi web sederhana ke satu server cloud dan satu server on-premise,Deployment,15
Melakukan canary deployment sederhana untuk aplikasi web dengan fitur baru minor,Deployment,15
Melakukan disaster recovery drill sederhana untuk aplikasi web yang sudah di-backup,Deployment,15
Melakukan deployment aplikasi web statis sederhana ke server web Apache,Deployment,15
Menyiapkan infrastruktur cloud dasar di DigitalOcean untuk deployment aplikasi web kecil,Deployment,15
Mengotomatiskan proses deployment aplikasi web statis dengan GitHub Actions,Deployment,15
Melakukan deployment aplikasi mobile sederhana ke Amazon Appstore,Deployment,15
Mengkonfigurasi reverse proxy dasar dengan Nginx untuk aplikasi web,Deployment,15
Melakukan deployment aplikasi berbasis Docker Compose sederhana ke server lokal,Deployment,15
Menyiapkan monitoring uptime dasar dengan UptimeRobot untuk aplikasi yang telah di-deploy,Deployment,15
Melakukan deployment fungsi serverless sederhana ke Google Cloud Functions,Deployment,15
Melakukan deployment aplikasi web ke lingkungan development lokal untuk pengujian awal,Deployment,15
Melakukan rollback deployment aplikasi web ke versi sebelumnya dari repositori Git,Deployment,15
Menyiapkan strategi rolling deployment dasar untuk aplikasi web,Deployment,15
Melakukan deployment aplikasi web sederhana ke beberapa server web untuk redundansi,Deployment,15
Mengamankan aplikasi web yang sudah di-deploy dengan Let's Encrypt SSL certificate,Deployment,15
Melakukan deployment aplikasi sederhana ke perangkat IoT ESP32,Deployment,15
Mengoptimalkan konfigurasi dasar database PostgreSQL untuk aplikasi web dengan traffic rendah,Deployment,15
Melakukan deployment aplikasi web sederhana ke platform PaaS Render,Deployment,15
Menyiapkan infrastruktur dasar (misal: Google Colab) untuk deployment model machine learning sederhana,Deployment,15
Melakukan deployment aplikasi web sederhana ke server virtual private server (VPS) Linode,Deployment,15
Melakukan A/B testing sederhana dengan dua versi aplikasi web yang di-deploy,Deployment,15
Melakukan backup database aplikasi web yang sudah di-deploy ke cloud storage,Deployment,15
Melakukan deployment aplikasi web sederhana dengan menggunakan FTP,Deployment,15
Menyiapkan continuous deployment sederhana dengan webhook GitHub ke server deployment,Deployment,15
Melakukan deployment aplikasi web sederhana ke server shared hosting,Deployment,15
Mengkonfigurasi firewall dasar (misal: UFW) untuk server aplikasi web,Deployment,15
Melakukan deployment aplikasi web sederhana ke subdomain baru,Deployment,15
Menyiapkan deployment otomatis aplikasi web dengan Git push ke repositori,Deployment,15
Melakukan deployment aplikasi web sederhana ke server menggunakan SSH,Deployment,15
Mengupdate aplikasi web yang sudah di-deploy dengan versi terbaru dari repositori Git,Deployment,15
Melakukan deployment aplikasi web sederhana ke server menggunakan Docker image,Deployment,15
Melakukan deployment aplikasi web sederhana ke server menggunakan Ansible playbook,Deployment,15
Melakukan deployment aplikasi backend dan database ke server cloud,Deployment,15
Melakukan deployment aplikasi backend dan database ke server,Deployment,15
"Melakukan deployment aplikasi SIMRS ke server, termasuk konfigurasi web server (misalnya, Apache, Nginx) dan pengaturan aplikasi",Deployment,15
Melakukan deployment aplikasi web untuk monitoring kondisi pertanian dan mengontrol aktuator dari jarak jauh,Deployment,15
Melakukan deployment chatbot ke platform e-commerce dan mengujinya dengan berbagai skenario pertanyaan pelanggan,Deployment,15
Melakukan deployment model deep learning yang telah dilatih untuk deteksi objek ke server,Deployment,15
Melakukan deployment model machine learning untuk analisis saham ke server,Deployment,15
"Melakukan deployment platform ""EduGame"" ke server, termasuk game, konten pembelajaran, dan sistem manajemen pengguna",Deployment,15
Melakukan pengujian akhir pada aplikasi yang sudah di-deploy di server,Deployment,15
Melakukan pengujian akhir pada lingkungan server pasca-deployment untuk memastikan aplikasi berjalan dengan baik dan semua fitur berfungsi sesuai yang diharapkan,Deployment,15
"Melakukan pengujian akhir pada sistem pasca-deployment, termasuk pengujian fungsionalitas, keamanan, dan performa",Deployment,15
Melakukan pengujian akhir pada website yang sudah di-deploy di server,Deployment,15
Melakukan pengujian beban dan stress test pasca-deployment untuk memastikan aplikasi dapat menangani banyak pengguna secara bersamaan,Deployment,15
Melakukan pengujian fungsionalitas dan performa platform pasca-deployment di lingkungan server,Deployment,15
Melakukan pengujian kinerja sistem pasca-deployment dengan berbagai skenario dan beban lalu lintas video,Deployment,15
Memantau kinerja chatbot pasca-deployment dan mengumpulkan feedback dari pelanggan untuk perbaikan lebih lanjut,Deployment,15
"Memilih dan menyiapkan layanan hosting yang sesuai untuk aplikasi web, seperti shared hosting, VPS, atau cloud hosting (AWS, Google Cloud), dengan mempertimbangkan kebutuhan deployment",Deployment,15
"Memilih dan menyiapkan server cloud (misalnya, AWS, Google Cloud) untuk deployment platform ""EduGame""",Deployment,15
"Memilih layanan hosting yang sesuai dengan kebutuhan deployment website (shared hosting, VPS, cloud hosting)",Deployment,15
"Memilih layanan hosting yang sesuai untuk deployment platform ""EduGame"", dengan mempertimbangkan kebutuhan bandwidth dan penyimpanan data game",Deployment,15
Mengamankan akses ke platform cloud dan aplikasi web pasca-deployment dengan menerapkan autentikasi dan otorisasi yang sesuai,Deployment,15
Mengatur domain dan DNS untuk mengarahkan domain ke server hosting pasca-deployment,Deployment,15
Mengintegrasikan aplikasi mobile dengan server pasca-deployment untuk menampilkan hasil analisis dan rekomendasi saham,Deployment,15
"Mengintegrasikan chatbot yang telah dikembangkan (misalnya, menggunakan Dialogflow, Rasa) dengan platform e-commerce (misalnya, Shopify, WooCommerce) pasca-deployment",Deployment,15
Mengintegrasikan sistem dengan kamera CCTV pasca-deployment untuk menerima streaming video secara real-time,Deployment,15
"Mengkonfigurasi aturan dan tindakan pada platform cloud pasca-deployment untuk mengontrol aktuator (misalnya, pompa air, lampu) berdasarkan data sensor",Deployment,15
"Mengkonfigurasi database (misalnya, MySQL, PostgreSQL) dan menghubungkannya dengan aplikasi pasca-deployment",Deployment,15
"Mengkonfigurasi keamanan server (firewall, enkripsi data) dan mengatur akses pengguna pasca-deployment",Deployment,15
"Mengkonfigurasi lingkungan server dengan library analisis data (misalnya, Pandas, NumPy) dan framework machine learning (misalnya, scikit-learn) pasca-deployment",Deployment,15
"Mengkonfigurasi lingkungan server dengan library deep learning (TensorFlow, PyTorch) dan framework pengolahan video (OpenCV) pasca-deployment",Deployment,15
"Mengkonfigurasi server (firewall, load balancer, SSL certificate) untuk keamanan dan performa aplikasi pasca-deployment",Deployment,15
"Mengkonfigurasi server web (misalnya, Apache, Nginx) dan database (misalnya, MySQL, PostgreSQL) untuk mendukung platform pasca-deployment",Deployment,15
Mengkonfigurasi webhook atau API untuk menghubungkan chatbot dengan sistem backend e-commerce pasca-deployment,Deployment,15
"Mengonfigurasi server (firewall, load balancer, SSL certificate) dan database (misalnya, MySQL, PostgreSQL, Oracle) sesuai kebutuhan deployment aplikasi",Deployment,15
"Mengonfigurasi server web (misalnya, Apache, Nginx) dan menginstal dependensi yang diperlukan untuk menjalankan aplikasi (misalnya, Python, Flask, library NLP) pasca-deployment",Deployment,15
Mengoptimalkan konfigurasi server pasca-deployment untuk meningkatkan kecepatan loading dan responsivitas platform,Deployment,15
"Menguji koneksi dan komunikasi antara perangkat IoT, platform cloud, dan aplikasi web pasca-deployment",Deployment,15
Mengunggah file website ke server menggunakan FTP atau tools deployment lainnya,Deployment,15
"Mengupload file-file aplikasi ke server menggunakan FTP, SSH, atau tools deployment otomatis seperti Git",Deployment,15
"Mengupload file-file platform ""EduGame"", termasuk game, konten pembelajaran, dan sistem manajemen pengguna, ke server sebagai bagian dari proses deployment",Deployment,15
"Menyiapkan server cloud (misalnya, AWS IoT Core) untuk deployment dan pengumpulan data sensor dari perangkat IoT di lahan pertanian",Deployment,15
"Menyiapkan server cloud (misalnya, AWS, Azure) untuk deployment backend aplikasi dan database IoT",Deployment,15
"Menyiapkan server cloud (misalnya, AWS, Google Cloud, Digital Ocean) untuk deployment backend aplikasi dan database",Deployment,15
Menyiapkan server dengan kemampuan pemrosesan data yang tinggi untuk menganalisis data pasar saham secara real-time pasca-deployment,Deployment,15
Menyiapkan server dengan spesifikasi yang memadai untuk menjalankan model deep learning dan memproses video real-time pasca-deployment,Deployment,15
"Menyiapkan server lokal atau cloud (misalnya, AWS, Google Cloud, Azure) untuk deployment aplikasi SIMRS",Deployment,15
"Menyiapkan server cloud (misalnya, AWS, Google Cloud, Digital Ocean) untuk deployment dan hosting backend aplikasi dan database",Deployment,15
Menyiapkan server dengan kemampuan pemrosesan data yang tinggi untuk deployment dan analisis data pasar saham secara real-time,Deployment,15
